device.display_name,device.hostname,device.id,device.primary_system_user_id,device.os,device.os_version,device.agent_reporting_status,device.last_contact,device_system_detail.uptime,device.hardware_vendor,device.hardware_model,device.serial_number,device.architecture,device_system_detail.memory,device_disk_summary.primary_free,device_disk_summary.primary_used,device_system_detail.cpu_brand,device_system_detail.cpu
USATP - 0532,C0652F2VJW,6966ae86963d5fef4c46cb69,627d3dfd8c8fcc505a4453e4,Mac OS X,26.5.25F71,Inactive,2026-06-22T20:40:29Z,1.132305e+06,Apple Inc.,"Mac16,12",C0652F2VJW,arm64,1.7179869184e+10,1.6358606848e+11,8.1521127424e+10,Apple M4,arm64e ARM64E
USATP - 0533,CFH0JCQVVM,69613eb499ae6f656a260247,6308f78512d3f30731dfc1b2,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,25601,Apple Inc.,"Mac16,12",CFH0JCQVVM,arm64,1.7179869184e+10,1.4927515648e+11,9.5832039424e+10,Apple M4,arm64e ARM64E
USATP - 0534,CJ4R6FJ46T,69602ec5aae45200558e52e4,627d3b05a817ef33ec2157c3,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.110377e+06,Apple Inc.,"Mac16,12",CJ4R6FJ46T,arm64,1.7179869184e+10,1.56678443008e+11,8.8428752896e+10,Apple M4,arm64e ARM64E
USATP - 0535,CKX9JD2QH1,69616321d9b787057fa7fd51,65f4927b26bb0e38374a17b8,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,701969,Apple Inc.,"Mac16,12",CKX9JD2QH1,arm64,1.7179869184e+10,7.6415238144e+10,1.6869195776e+11,Apple M4,arm64e ARM64E
USATP - 0536,CQP9XTP6M1,69615a0d8b402dbf3f139d03,61b8fcf17da2c60b440b133f,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,29468,Apple Inc.,"Mac16,12",CQP9XTP6M1,arm64,1.7179869184e+10,1.30705575936e+11,1.14401619968e+11,Apple M4,arm64e ARM64E
USATP - 0537,CQX4YPP4F7,696130a9e60988a4b9da670d,673fccad61b0302b4fb28c7c,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,26138,Apple Inc.,"Mac16,12",CQX4YPP4F7,arm64,1.7179869184e+10,1.49988773888e+11,9.5118422016e+10,Apple M4,arm64e ARM64E
USATP - 0538,CT2G0X2MT9,6961578fb1cd827414f32eaf,,Mac OS X,26.2.25C56,Inactive,2026-02-13T08:43:06Z,,Apple Inc.,"Mac16,12",CT2G0X2MT9,arm64,,,,,
USATP - 0539,CVWRV0R79N,69616f3d18291476854201f9,683e0617d60397822e0cac21,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,23561,Apple Inc.,"Mac16,12",CVWRV0R79N,arm64,1.7179869184e+10,1.19332667392e+11,1.25774528512e+11,Apple M4,arm64e ARM64E
USATP - 0540,CY6599V4P5,69613ea9e28aef2bbdf21011,612e33f6b799546a30788bad,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.84002e+06,Apple Inc.,"Mac16,12",CY6599V4P5,arm64,1.7179869184e+10,8.0415260672e+10,1.64691935232e+11,Apple M4,arm64e ARM64E
USATP - 0541,D1W3G4GLFG,69613173c7b2ffbe61f45274,,Mac OS X,26.4.1.25E253,Inactive,2026-05-05T20:38:49Z,501723,Apple Inc.,"Mac16,12",D1W3G4GLFG,arm64,1.7179869184e+10,2.0077412352e+10,2.25029783552e+11,Apple M4,arm64e ARM64E
USATP - 0542,D6MQ2NYPH3,6983891081dc5e8f3ec57bda,68f00320bd80d3f8d17c6c58,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,27043,Apple Inc.,"Mac16,12",D6MQ2NYPH3,arm64,1.7179869184e+10,1.40332019712e+11,1.04775176192e+11,Apple M4,arm64e ARM64E
USATP - 0543,DD6GMK39NC,69611ed98329afd85736e65d,6298b74561d5592cc862c8e2,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,686680,Apple Inc.,"Mac16,12",DD6GMK39NC,arm64,1.7179869184e+10,1.47548782592e+11,9.7558413312e+10,Apple M4,arm64e ARM64E
USATP - 0544,DDQMC24YTQ,696023fef2c5ce1c6e557aee,,Mac OS X,26.3.25D125,Inactive,2026-06-22T19:25:02.597Z,1.17068e+06,Apple Inc.,"Mac16,12",DDQMC24YTQ,arm64,1.7179869184e+10,1.29013182464e+11,1.1609401344e+11,Apple M4,arm64e ARM64E
USATP - 0545,DYL9VMFPH9,696145559c8db4cba73c153a,6022ce204f6b037f0d9e3eff,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.576725e+06,Apple Inc.,"Mac16,12",DYL9VMFPH9,arm64,1.7179869184e+10,1.1207952384e+11,1.33027672064e+11,Apple M4,arm64e ARM64E
USATP - 0546,F2QWD4QTJQ,696028623a15f35d4ae0c464,66f7237004e20c27e8f747d9,Mac OS X,26.5.25F71,Inactive,2026-06-22T18:20:40Z,556343,Apple Inc.,"Mac16,12",F2QWD4QTJQ,arm64,1.7179869184e+10,1.44957751296e+11,1.00149444608e+11,Apple M4,arm64e ARM64E
USATP - 0547,F46WQYVN2G,696135b7e170ff209f6ade9f,60c211cc9dfc0e735c5c7084,Mac OS X,26.5.25F71,Inactive,2026-06-18T22:34:50Z,960510,Apple Inc.,"Mac16,12",F46WQYVN2G,arm64,1.7179869184e+10,1.4621024256e+11,9.8896953344e+10,Apple M4,arm64e ARM64E
USATP - 0548,F93KXYC6J2,69613eb6b33249041e433391,6205a2d4c75b1405a4e1eebf,Mac OS X,26.5.25F71,Inactive,2026-06-22T20:42:25Z,691489,Apple Inc.,"Mac16,12",F93KXYC6J2,arm64,1.7179869184e+10,1.23078918144e+11,1.2202827776e+11,Apple M4,arm64e ARM64E
USATP - 0549,FG6YR337K0,6961329be60988a4b9dc17c5,683dd5ce464a74b33679a1c8,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,14920,Apple Inc.,"Mac16,12",FG6YR337K0,arm64,1.7179869184e+10,1.50983897088e+11,9.4123298816e+10,Apple M4,arm64e ARM64E
USATP - 0550,FN43M4HNHY,6984cf33fbfb1610c7dae46b,669a7602e1974a25e9875436,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,22926,Apple Inc.,"Mac16,12",FN43M4HNHY,arm64,1.7179869184e+10,1.66709075968e+11,7.8398119936e+10,Apple M4,arm64e ARM64E
USATP - 0551,FWNL91YH5G,69615781e28aef2bbd09fb80,60ef47e82ab7cb6b773d9d79,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,25688,Apple Inc.,"Mac16,12",FWNL91YH5G,arm64,1.7179869184e+10,1.29278615552e+11,1.15828580352e+11,Apple M4,arm64e ARM64E
USATP - 0552,FWTGF43T6T,69614e169c8db4cba7445afa,63ff86083be3ab06e86176b1,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,663233,Apple Inc.,"Mac16,12",FWTGF43T6T,arm64,1.7179869184e+10,1.45901568e+11,9.9205627904e+10,Apple M4,arm64e ARM64E
USATP - 0553,FWYPFCM70L,6984cf8f8f33d036eecabbd0,62bdcc8e4e598d768765388f,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,539714,Apple Inc.,"Mac16,12",FWYPFCM70L,arm64,1.7179869184e+10,1.61274351616e+11,8.3832844288e+10,Apple M4,arm64e ARM64E
USATP - 0554,GF49LH4651,69616f38746e071bdbaeb4f1,617b1e6616f81813f81acc2f,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,936225,Apple Inc.,"Mac16,12",GF49LH4651,arm64,1.7179869184e+10,1.59522709504e+11,8.55844864e+10,Apple M4,arm64e ARM64E
USATP - 0555,GPR9KXL4QL,69611fedca8e9943ebc548d5,608855bf5bc9de28ec27d6e9,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,21954,Apple Inc.,"Mac16,12",GPR9KXL4QL,arm64,1.7179869184e+10,1.348478976e+11,1.10259298304e+11,Apple M4,arm64e ARM64E
USATP - 0556,GTDJN2593Y,69617016aa2a16a2c1184f01,612a8a230a1e000b8e1bf00e,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,31764,Apple Inc.,"Mac16,12",GTDJN2593Y,arm64,1.7179869184e+10,1.5936442368e+11,8.5742772224e+10,Apple M4,arm64e ARM64E
USATP - 0557,GV9LT4DFP3,6966ca4f24c61053b0db69e6,6a17510a79c94ded42e9939f,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.020655e+06,Apple Inc.,"Mac16,12",GV9LT4DFP3,arm64,1.7179869184e+10,1.63997241344e+11,8.110995456e+10,Apple M4,arm64e ARM64E
USATP - 0558,usatestprep-MacBook-Air,6961632086bc2f021a08ce3a,,Mac OS X,26.2.25C56,Inactive,2026-01-14T18:11:47Z,,Apple Inc.,"Mac16,12",GWJN47V399,arm64,,,,,
USATP - 0559 MBA,H25C4YHM96,69600fb46bea59dc22a874a6,6627d80d3b362c9872f89e4a,Mac OS X,26.5.1.25F80,Inactive,2026-06-22T19:53:43Z,28368,Apple Inc.,"Mac16,12",H25C4YHM96,arm64,1.7179869184e+10,1.53683423232e+11,9.1423772672e+10,Apple M4,arm64e ARM64E
USATP - 0560,H29Y0H10DX,69616ec29d8ebf400504cd4d,68655cc55cba011bf25a3612,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,89562,Apple Inc.,"Mac16,12",H29Y0H10DX,arm64,1.7179869184e+10,1.53872560128e+11,9.1234635776e+10,Apple M4,arm64e ARM64E
USATP - 0561 MBA,H71H9F6P2T,69601d53222c1fb3168f4abe,641b39ef966d57da742810c1,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,29164,Apple Inc.,"Mac16,12",H71H9F6P2T,arm64,1.7179869184e+10,1.27706382336e+11,1.17400813568e+11,Apple M4,arm64e ARM64E
USATP - 0562,H9DX3D61TD,69616ef57712cacbafde78b3,617069e26d91390f5701de56,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,26896,Apple Inc.,"Mac16,12",H9DX3D61TD,arm64,1.7179869184e+10,6.59075072e+10,1.79199688704e+11,Apple M4,arm64e ARM64E
USATP - 0563,HDXCX2R7R9,6966ae669afee49f1c498756,6862e396efd42a34f452a6f8,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.059467e+06,Apple Inc.,"Mac16,12",HDXCX2R7R9,arm64,1.7179869184e+10,1.28490348544e+11,1.1661684736e+11,Apple M4,arm64e ARM64E
USATP - 0564,HJ2VY3KWG2,69612a9b730eedc7364f3d6e,60b11907153f312be0d55f4e,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.567844e+06,Apple Inc.,"Mac16,12",HJ2VY3KWG2,arm64,1.7179869184e+10,5.7406083072e+10,1.87701112832e+11,Apple M4,arm64e ARM64E
USATP - 0565,HQCJQ3G79H,696127f58ee71133d30e23b1,610c3c11b4dc1e0e299ad51b,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,14882,Apple Inc.,"Mac16,12",HQCJQ3G79H,arm64,1.7179869184e+10,1.55798081536e+11,8.9309114368e+10,Apple M4,arm64e ARM64E
USATP - 0566,HQXNN4N72Q,69616efca99118be4cc37ac3,63e3ccf39168a4057a8a0ed1,Mac OS X,26.5.25F71,Inactive,2026-06-19T11:21:52Z,791932,Apple Inc.,"Mac16,12",HQXNN4N72Q,arm64,1.7179869184e+10,1.42053756928e+11,1.03053438976e+11,Apple M4,arm64e ARM64E
USATP - 0567,HT4W36QQDR,69602b8d2c12f1a285703936,612a8a1e0a1e000b8e1bf00c,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,28702,Apple Inc.,"Mac16,12",HT4W36QQDR,arm64,1.7179869184e+10,1.46007220224e+11,9.909997568e+10,Apple M4,arm64e ARM64E
USATP - 0568,HXYVFD2MF6,69612993f6e572a795ff2504,61e6e092362a2811edfa4e32,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,370864,Apple Inc.,"Mac16,12",HXYVFD2MF6,arm64,1.7179869184e+10,1.269909504e+11,1.18116245504e+11,Apple M4,arm64e ARM64E
USATP - 0569,J2FH4R3YXD,69616ed6e170ff209fa062dc,65df980c182d2fd8c191ddc2,Mac OS X,26.5.25F71,Inactive,2026-06-22T20:40:27.196Z,1.757486e+06,Apple Inc.,"Mac16,12",J2FH4R3YXD,arm64,1.7179869184e+10,1.4931529728e+11,9.5791898624e+10,Apple M4,arm64e ARM64E
USATP - 0570,J4VJH4JXC4,695d7d4c565f5a96118b3c14,5faa9b81884fae7f32d39e42,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,321210,Apple Inc.,"Mac16,12",J4VJH4JXC4,arm64,1.7179869184e+10,1.56754579456e+11,8.8352616448e+10,Apple M4,arm64e ARM64E
USATP - 0571,J7427JC7C3,6966ae453460aa4d4fd5049c,65f4927b8b63d2b830e745cb,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,31717,Apple Inc.,"Mac16,12",J7427JC7C3,arm64,1.7179869184e+10,1.2200370176e+11,1.23103494144e+11,Apple M4,arm64e ARM64E
USATP - 0572,J7CTXMQ0NQ,69616dc4d4bd24d3b6a0ef34,6658bc2ef977c6b7f340f0d3,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,33815,Apple Inc.,"Mac16,12",J7CTXMQ0NQ,arm64,1.7179869184e+10,1.44539799552e+11,1.00567396352e+11,Apple M4,arm64e ARM64E
USATP - 0573,JG4P7QM2ND,6966c6a38bee21aae8891eac,69e9406a53a7a7b768ab91cd,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,23695,Apple Inc.,"Mac16,12",JG4P7QM2ND,arm64,1.7179869184e+10,1.42600552448e+11,1.02506643456e+11,Apple M4,arm64e ARM64E
USATP - 0574,JGWQ6GCXCK,6961631d9d8ebf4005fab4e8,612cf43e8cc16c46b9f583a7,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.832201e+06,Apple Inc.,"Mac16,12",JGWQ6GCXCK,arm64,1.7179869184e+10,8.2091278336e+10,1.63015917568e+11,Apple M4,arm64e ARM64E
USATP - 0575,JJDV000JXN,696111aac7a9c9fdbec96e01,6604906b769c8c355d53ebdd,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.17603e+06,Apple Inc.,"Mac16,12",JJDV000JXN,arm64,1.7179869184e+10,1.45799057408e+11,9.9308138496e+10,Apple M4,arm64e ARM64E
USATP - 0576,JMQ1VR46WW,69613eb5b8cad606d1c598e0,65c3d7b2292c800cffe90acd,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.662972e+06,Apple Inc.,"Mac16,12",JMQ1VR46WW,arm64,1.7179869184e+10,1.3520535552e+11,1.09901840384e+11,Apple M4,arm64e ARM64E
USATP - 0577,JMT69QKVDW,6961631bf64bda1111db6d30,6012dd15b2950e3dd63442b3,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.273194e+06,Apple Inc.,"Mac16,12",JMT69QKVDW,arm64,1.7179869184e+10,1.50142070784e+11,9.496512512e+10,Apple M4,arm64e ARM64E
USATP - 0578,K0WW9TKW42,6961574c9c8db4cba74d07ec,65983c302a990797f0d72a6f,Mac OS X,26.5.25F71,Inactive,2026-06-22T17:11:51.646Z,760153,Apple Inc.,"Mac16,12",K0WW9TKW42,arm64,1.7179869184e+10,1.30020364288e+11,1.15086831616e+11,Apple M4,arm64e ARM64E
USATP - 0579,K2VQ3P4N71,69611c575ce46c0f49b0e919,63a34eccf0362a2ddc666c8f,Mac OS X,26.5.25F71,Inactive,2026-06-22T20:29:50Z,1.141842e+06,Apple Inc.,"Mac16,12",K2VQ3P4N71,arm64,1.7179869184e+10,1.47275870208e+11,9.7831325696e+10,Apple M4,arm64e ARM64E
USATP - 0580,KKG1CQ2Q0P,6966aec3ceed114bebe3fb88,659dc8972513fcdfd9a2babb,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.490631e+06,Apple Inc.,"Mac16,12",KKG1CQ2Q0P,arm64,1.7179869184e+10,1.3830340608e+11,1.06803789824e+11,Apple M4,arm64e ARM64E
USATP - 0581,KWM7NGQQK6,6984d56f8dea5e03f8feb6ba,6144bfafb103ee6cd47d14b2,Mac OS X,26.5.25F71,Inactive,2026-06-22T20:43:49Z,26022,Apple Inc.,"Mac16,12",KWM7NGQQK6,arm64,1.7179869184e+10,1.51210078208e+11,9.3897117696e+10,Apple M4,arm64e ARM64E
USATP - 0582,L9KT0JNR97,6961573fb8cad606d1dd04e7,643805b983fc34ec8410a9c1,Mac OS X,26.5.25F71,Inactive,2026-06-21T01:58:50Z,1.334589e+06,Apple Inc.,"Mac16,12",L9KT0JNR97,arm64,1.7179869184e+10,5.8692562944e+10,1.8641463296e+11,Apple M4,arm64e ARM64E
USATP - 0583,LVF23CQQLN,6966ae66324404f25d983d50,62059fc2a828d274476cefdf,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,37515,Apple Inc.,"Mac16,12",LVF23CQQLN,arm64,1.7179869184e+10,1.09281062912e+11,1.35826132992e+11,Apple M4,arm64e ARM64E
USATP - 0584,M4XJ9YH7D0,69614e2005761110685de837,67ad2bb87e53598aa829a063,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,632184,Apple Inc.,"Mac16,12",M4XJ9YH7D0,arm64,1.7179869184e+10,1.4449231872e+11,1.00614877184e+11,Apple M4,arm64e ARM64E
USATP - 0585,MD7V9M5YC2,696125092f37c0e6d05e4656,65316fb160a2f305bad4d776,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.583143e+06,Apple Inc.,"Mac16,12",MD7V9M5YC2,arm64,1.7179869184e+10,1.5537713152e+11,8.9730064384e+10,Apple M4,arm64e ARM64E
USATP - 0586,MGVV534K44,69612e34eff1c68031c25d40,612ab8165d1f102fbacab2b3,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,1.842425e+06,Apple Inc.,"Mac16,12",MGVV534K44,arm64,1.7179869184e+10,1.06227888128e+11,1.38879307776e+11,Apple M4,arm64e ARM64E
USATP - 0587 MBA,MR9X4XDJNJ,69601643b60efc43556445d2,61045181d5ddcd515afe5ed4,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,31021,Apple Inc.,"Mac16,12",MR9X4XDJNJ,arm64,1.7179869184e+10,1.4781024256e+11,9.7296953344e+10,Apple M4,arm64e ARM64E
USATP - 0588,FW2KPWNTHV,6965667f768571b14b3beaff,6093f8271423f906ad40fef6,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,30991,Apple Inc.,"Mac16,13",FW2KPWNTHV,arm64,1.7179869184e+10,4.9643593728e+10,1.95463602176e+11,Apple M4,arm64e ARM64E
USATP - 0589,HW0W04CR65,695d7aabd646a158427135cb,5ff6345b2d9f462155cef3e9,Mac OS X,26.5.25F71,Inactive,2026-06-22T20:46:09.475Z,1.837408e+06,Apple Inc.,"Mac16,13",HW0W04CR65,arm64,1.7179869184e+10,1.6167100416e+10,2.28940095488e+11,Apple M4,arm64e ARM64E
USATP - 0590,KFCX6C16T6,69baf98ea778de13e9cb9f43,5f4f0a1e683b0c3ce0095817,Mac OS X,26.5.25F71,Inactive,2026-06-22T17:17:44.9Z,521471,Apple Inc.,"Mac16,12",KFCX6C16T6,arm64,1.7179869184e+10,1.73194481664e+11,7.191271424e+10,Apple M4,arm64e ARM64E
USATP - 0591,JD7RQF4KCW,69bd7aaa97b39c53881a03a0,69bb18a1208002ad8da2affc,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,28135,Apple Inc.,"Mac16,12",JD7RQF4KCW,arm64,1.7179869184e+10,1.60229163008e+11,8.4878032896e+10,Apple M4,arm64e ARM64E
USATP - 0592,CJQ23NVF6K,69bd7add7432870a0c86a640,69c6bdce78636602eee9f879,Mac OS X,26.5.25F71,Inactive,2026-06-22T16:45:48Z,357052,Apple Inc.,"Mac16,12",CJQ23NVF6K,arm64,1.7179869184e+10,1.49495922688e+11,9.5611273216e+10,Apple M4,arm64e ARM64E
USATP - 0593,JDQ96MN4P0,69bd7b3167c479f65f524f55,69d6ba9f9c5ed21ff96e71cd,Mac OS X,26.5.25F71,Active,2026-06-22T21:00:12.155Z,1.758367e+06,Apple Inc.,"Mac16,12",JDQ96MN4P0,arm64,1.7179869184e+10,1.49906255872e+11,9.5200940032e+10,Apple M4,arm64e ARM64E
USATP - 0594,JTQ659546Y,69bd7b5281665d958b58bb08,69e92ff788e4c69fc7f362c3,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,18849,Apple Inc.,"Mac16,12",JTQ659546Y,arm64,1.7179869184e+10,1.689023488e+11,7.6204847104e+10,Apple M4,arm64e ARM64E
USATP - 0604,terrymitchum-MacBook-Air,69fa00883ff60f3c348e78ba,60c211cbf38d4b6fcf9becbe,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,1.751724e+06,Apple Inc.,"Mac17,4",J9DR2FP9P3,arm64,1.7179869184e+10,3.12118444032e+11,1.82213922816e+11,Apple M5,arm64e ARM64E
USATP - 0605,JD60V205WX,69fa5c6f226efa1053fc52c2,5ff28bc7fe04af09e9e5f71c,Mac OS X,26.5.1.25F80,Active,2026-06-22T21:00:12.155Z,872693,Apple Inc.,"Mac17,4",JD60V205WX,arm64,1.7179869184e+10,2.0230985728e+11,2.92022509568e+11,Apple M5,arm64e ARM64E
