Device ID,Device Name,Device Category,Device Type,Device Subtype,Discovery sources,Domain,AAD Device Id,First Seen,Last device update,OS Platform,OS Distribution,OS Version,OS Build,Windows 10 Version,Tags,Group,Is AAD Joined,Device IPs,Device MACs,Risk Level,Exposure Level,Health Status,Onboarding Status,Device Role,Cloud Platforms,Is Internet Facing,Enrollment Status Code,Managed By,Enrollment Status,Vendor,Model
68f8af64491c81634a8dbf3e4dc3913f9cb78abf,"pl-sb-sql-01",Computers and Mobile,Server,Server,"Defender for Endpoint,Defender for Cloud",progresslearning.dc,,2026-02-27 13:33:15,2026-06-08 16:34:22,WindowsServer2022,"WindowsServer2022","21H2",20348,21H2,"",0,False,"172.31.189.59, 127.0.0.1, fe80::d9b1:21ad:ef4:2f5a, ::1","02-AC-E3-18-63-79, 02-AC-E3-18-63-79, 02-AC-E3-18-63-79, 02-AC-E3-18-63-79",No known risks,Medium,Active,Onboarded,"DatabaseServer","Arc,Aws",False,NotEnrolled,Unknown,Unknown,,
7d511b67a33634910ad6fcd11999aca04dc87cfd,"pl-dv-jenkins",Computers and Mobile,Server,Server,"Defender for Endpoint,Defender for Cloud",progresslearning.dc,,2026-03-11 23:08:11,2026-06-08 10:20:03,WindowsServer2022,"WindowsServer2022","21H2",20348,21H2,"",0,False,"172.31.190.180, 127.0.0.1, fe80::7b42:b63a:4ec4:2d46, ::1","02-B2-45-6F-E4-EB, 02-B2-45-6F-E4-EB, 02-B2-45-6F-E4-EB, 02-B2-45-6F-E4-EB",No known risks,Medium,Active,Onboarded,,"Arc,Aws",False,NotEnrolled,Unknown,Unknown,,
932f7cba651274d6376d06d8f481fa32ef438eb4,"ec2amaz-73s60q4",Unknown,Unknown,Unknown,"",Workgroup,,2026-06-08 12:07:44,2026-06-08 12:07:44,,"Other","Other",,,"",0,False,"","",No known risks,No data available,Active,Onboarded,,,False,Unknown,Unknown,Unknown,,
a28974882c5b0fe57d22eb9e641b1b0f264120cd,"pl-dv-w3b-d8cb",Computers and Mobile,Server,Server,"Defender for Endpoint",progresslearning.dc,,2026-06-08 12:22:46,2026-06-08 12:37:47,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.190.71, 127.0.0.1, fe80::767:fb08:3e56:d9dc, ::1","02-1C-4E-F8-01-57, 02-1C-4E-F8-01-57, 02-1C-4E-F8-01-57, 02-1C-4E-F8-01-57",No known risks,Medium,Active,Onboarded,,"Aws",False,NotEnrolled,Unknown,Unknown,,
7557fa8410f9c4f4d13af41b935b4c99f9b66dec,"ec2amaz-kr54gda",Computers and Mobile,Server,Server,"Defender for Endpoint",progresslearning.dc,,2026-06-08 12:12:48,2026-06-08 12:12:49,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.195.83, 127.0.0.1, fe80::a6c5:4dd8:d56c:19bf, ::1","0A-63-02-BC-77-25, 0A-63-02-BC-77-25, 0A-63-02-BC-77-25, 0A-63-02-BC-77-25",No known risks,Medium,Active,Onboarded,,"Aws",False,NotEnrolled,Unknown,Unknown,,
e2c84a6c933f856e41a5deda0d9b4acea64cb4b3,"pl-sb-w3b-fnnm",Computers and Mobile,Server,Server,"Defender for Endpoint",progresslearning.dc,,2026-06-08 12:22:51,2026-06-08 12:37:52,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.194.60, 127.0.0.1, fe80::4294:ebe1:91a6:72a, ::1","0A-82-F6-AE-CA-B1, 0A-82-F6-AE-CA-B1, 0A-82-F6-AE-CA-B1, 0A-82-F6-AE-CA-B1",No known risks,Medium,Active,Onboarded,,"Aws",False,NotEnrolled,Unknown,Unknown,,
5f72cd1e63a0b0ba279b529524fba6989f4ceb85,"ec2amaz-73s60q4",Computers and Mobile,Server,Server,"Defender for Endpoint",progresslearning.dc,,2026-06-08 12:12:49,2026-06-08 12:12:51,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.195.237, 127.0.0.1, fe80::b4ac:78f2:598e:2c6e, ::1","0A-B1-90-83-3A-C1, 0A-B1-90-83-3A-C1, 0A-B1-90-83-3A-C1, 0A-B1-90-83-3A-C1",No known risks,Medium,Active,Onboarded,,"Aws",False,NotEnrolled,Unknown,Unknown,,
85b3e84c69d4215f1498670fabe39180ff0c2fbb,"ec2amaz-kr54gda",Computers and Mobile,Server,Server,"Defender for Endpoint",Workgroup,,2026-06-08 12:07:45,2026-06-08 12:07:46,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.195.83, 127.0.0.1, fe80::a6c5:4dd8:d56c:19bf, ::1","0A-63-02-BC-77-25",No known risks,Medium,Active,Onboarded,,"Aws",False,NotEnrolled,Unknown,Unknown,,
02462bdfc8df55059dd785b3e735ede6e2b42637,"ec2amaz-teld8cb",Computers and Mobile,Server,Server,"Defender for Endpoint",progresslearning.dc,,2026-06-08 12:12:54,2026-06-08 12:17:57,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.190.71, 127.0.0.1, fe80::767:fb08:3e56:d9dc, ::1","02-1C-4E-F8-01-57, 02-1C-4E-F8-01-57, 02-1C-4E-F8-01-57, 02-1C-4E-F8-01-57",No known risks,Medium,Active,Onboarded,,"Aws",False,NotEnrolled,Unknown,Unknown,,
7bc314e0f1d194967800f2452d414ab971d4932a,"pl-qa-w3b-tc6k",Computers and Mobile,Server,Server,"Defender for Endpoint",progresslearning.dc,,2026-06-05 12:20:46,2026-06-08 13:05:49,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.193.142, 127.0.0.1, fe80::5b3:222f:7267:260a, ::1","0A-27-DC-AC-09-59, 0A-27-DC-AC-09-59, 0A-27-DC-AC-09-59, 0A-27-DC-AC-09-59",No known risks,Medium,Active,Onboarded,,"Arc,Aws",False,NotEnrolled,Unknown,Unknown,,
3590bb97ffd7581dbb2e5d34515b093e076d017e,"pl-dev-jump-25",Computers and Mobile,Server,Server,"Defender for Endpoint,Defender for Cloud",progresslearning.dc,,2026-04-06 19:34:05,2026-06-08 16:36:37,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.192.91, 127.0.0.1, fe80::1903:9656:5351:283a, ::1","0A-EB-F5-7D-8A-F5, 0A-EB-F5-7D-8A-F5, 0A-EB-F5-7D-8A-F5, 0A-EB-F5-7D-8A-F5",No known risks,Medium,Active,Onboarded,,"Arc,Aws",False,NotEnrolled,Unknown,Unknown,,
c2a0834e4aad910c70dad340cb182b1f315e563d,"pl-pr-w3g-hj7r",Computers and Mobile,Server,Server,"Defender for Endpoint",progresslearning.dc,,2026-06-08 11:17:09,2026-06-08 11:32:10,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.169.198, 127.0.0.1, fe80::4c82:adf5:df51:1b04, ::1","0A-10-5F-65-B6-C5, 0A-10-5F-65-B6-C5, 0A-10-5F-65-B6-C5, 0A-10-5F-65-B6-C5",No known risks,Medium,Active,Onboarded,,"Aws",False,NotEnrolled,Unknown,Unknown,,
1c5a001767d4b08289c127c787010930d68bb29e,"pl-sb-jenkins",Computers and Mobile,Server,Server,"Defender for Cloud,Defender for Endpoint",progresslearning.dc,,2026-02-26 10:33:22,2026-06-08 16:06:03,WindowsServer2022,"WindowsServer2022","21H2",20348,21H2,"",0,False,"172.31.190.77, 127.0.0.1, fe80::83e4:d76b:a66e:a9db, ::1","02-1F-3D-1C-0C-77, 02-1F-3D-1C-0C-77, 02-1F-3D-1C-0C-77, 02-1F-3D-1C-0C-77",No known risks,Medium,Active,Onboarded,,"Arc,Aws",False,NotEnrolled,Unknown,Unknown,,
d46c20c815cf9487c7acf98207de1e560b217350,"pl-qa-w3b-4gda",Computers and Mobile,Server,Server,"Defender for Endpoint",progresslearning.dc,,2026-06-08 12:22:45,2026-06-08 12:37:46,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.195.83, 127.0.0.1, fe80::a6c5:4dd8:d56c:19bf, ::1","0A-63-02-BC-77-25, 0A-63-02-BC-77-25, 0A-63-02-BC-77-25, 0A-63-02-BC-77-25",No known risks,Medium,Active,Onboarded,,"Aws",False,NotEnrolled,Unknown,Unknown,,
9c85150453d08a4b49243826a126bacc613a2406,"pl-qa-w3g-m8gs",Computers and Mobile,Server,Server,"Defender for Endpoint",progresslearning.dc,,2026-06-05 12:20:17,2026-06-08 13:20:20,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.194.211, 127.0.0.1, fe80::b0d9:52f5:efb8:ed68, ::1","0A-FD-8A-CD-71-E5, 0A-FD-8A-CD-71-E5, 0A-FD-8A-CD-71-E5, 0A-FD-8A-CD-71-E5",No known risks,Medium,Active,Onboarded,,"Arc,Aws",False,NotEnrolled,Unknown,Unknown,,
02055356ecda3da23b752e01b3435bb60600163c,"pl-sb-w3g-vcmd",Computers and Mobile,Server,Server,"Defender for Endpoint",progresslearning.dc,,2026-06-05 12:20:27,2026-06-08 13:20:30,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.191.135, 127.0.0.1, fe80::fee2:d5fa:4448:527, ::1","02-FB-83-39-BC-63, 02-FB-83-39-BC-63, 02-FB-83-39-BC-63, 02-FB-83-39-BC-63",No known risks,Medium,Active,Onboarded,,"Arc,Aws",False,NotEnrolled,Unknown,Unknown,,
93c0cf5fd85761411d96698b7e785bef0444a2a8,"ec2amaz-l1scli1",Computers and Mobile,Server,Server,"Defender for Endpoint",Workgroup,,2026-06-08 12:07:44,2026-06-08 12:07:45,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.190.119, 127.0.0.1, fe80::9cea:943f:b4c7:9e7b, ::1","02-50-00-10-6B-F9",No known risks,Medium,Active,Onboarded,,"Aws",False,NotEnrolled,Unknown,Unknown,,
7e6aa7d70403621b9b27c09b5529e906dc379d7e,"ec2amaz-n3qfnnm",Computers and Mobile,Server,Server,"Defender for Endpoint",progresslearning.dc,,2026-06-08 12:12:53,2026-06-08 12:12:53,WindowsServer2025,"WindowsServer2025","24H2",26100,24H2,"",0,False,"172.31.194.60, 127.0.0.1, fe80::4294:ebe1:91a6:72a, ::1","0A-82-F6-AE-CA-B1, 0A-82-F6-AE-CA-B1, 0A-82-F6-AE-CA-B1, 0A-82-F6-AE-CA-B1",No known risks,Medium,Active,Onboarded,,"Aws",False,NotEnrolled,Unknown,Unknown,,
